urls,timestamp,record_id,Titles,Host_name,Property_types,Prices_per_night,Check_ins,Check_outs,Cleaning_fees,Location,Ratings,Num_reviews,Dormitorios,Camas,Baños,Maximum_guests
http://www.airbnb.e/room/53056356?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-12-08&check_out=2024-12-13&ource_impreion_id=p3_1730223969_P3B8wEuEhk79bDRO&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,53056356,"Habitación dobe perfecta, ituada en  centro  Barcona. La habitación tiene   y bacón  vita a jardín interior.E epacioLo huépe cuentan  2  . La habitación tiene  , e proporcionan toaa y artícuo  aeo. E bacón tiene vita a patio interior. La habitación cuenta  Smart TV, nevera peña y caja  eguridad.Otro apecto tacabeLo huépe etán obigado a pagar  impueto micipa  5,50 euro por perona y noche a u egada.La tarifa  impieza etá incuida en  precio y e reaiza cada 2 día.Número  regitroHT-010075", Fontana,"Habitación en hot en Barcona, Epaña",82 €,,11:00,,,0.0,160.0,1.0,2.0,1.0,2
http://www.airbnb.e/room/961287943216806993?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-12-08&check_out=2024-12-13&ource_impreion_id=p3_1730223969_P36TDShZN7KHtASI&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,961287943216806993,"Decubre nuetra habitación dobe en  corazón  embemático barrio  Eixampe  Barcona. Dieñada para mayor comodidad y veniencia, eta epacioa habitación cuenta  do  eparada, o  garantiza a privacidad  cada huéped. Lo ervicio morno incuyen TV intigente, mininevera y caja fuerte para proteger tu objeto  vaor. Déitate   ujo     equipado  acceorio  primera caidad. Nuetra ubicación priviegiada etá a oo 15 minuto a pie  a majetuoa Sagrada Famiia y a oo 5 minuto a pie  a Etación  rte.E epacioLa habitación tiene 3  ,  , TV intigente, mininevera y a caja fuerte. Se proporcionan a toaa y o aeo, aí como a ábana. La habitación tiene a ventana interior,  no e pue abrir.Servicio y zona comeLa recepción  hot etá abierta  07:00 a 23:00. Lo huépe podrán difrutar en nuetro vetíbuo. Para accer a a egda panta  hot tamo  acenor intaado.Otro apecto tacabeTodo o huépe etán obigado a pagar  impueto micipa  Barcona, también ocido como  impueto turítico  5,50 euro por perona y noche. Eto no etá incuido en  precio  hot y e cobrará por eparado a a egada.Número  regitroHB-000087", Green Houe,"Habitación en hot en Barcona, Epaña",74 €,-   - 15:00,11:00,,,0.0,201.0,1.0,2.0,0.0,2
http://www.airbnb.e/room/45558244?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-11-15&check_out=2024-11-20&ource_impreion_id=p3_1730223969_P3Z0PaMiaGPEGVM_&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,45558244,"E epacio cuenta  do  dobe, aón-comedor, cocina totamente equipada,  y acceo a a terraza compartida en a azotea.Número  regitroHUTB-001305", Fernando,"Aojamiento entero: apartamento en Barcona, Epaña",97 €,-   - 15:00,11:00,125 €,"Barcona, Cataya, Epaña",0.0,146.0,2.0,3.0,1.0,4
http://www.airbnb.e/room/41822352?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=1877977358&earch_mo=reguar_earch&check_in=2024-11-17&check_out=2024-11-22&ource_impreion_id=p3_1730223969_P33NPVe8nDGn5xe&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,41822352,Habitación uminoa   matrimonia en a zona muy céntrica  Barcona. Cerca  Dowtown y  tempo  a Sagrada Famiia.Acceo a a cocina competa. compartido.Número  regitroExempt,Joe David,"Habitación en Barcona, Epaña",38 €,15:00 - 22:00,10:00,15 €,"Barcona, Cataya, Epaña",0.0,23.0,0.0,1.0,0.5,2
http://www.airbnb.e/room/1121943650344876902?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-11-17&check_out=2024-11-22&ource_impreion_id=p3_1730223969_P39Wgmjyrh-H0pfw&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,1121943650344876902,"Decubre ete encantador ático  mara,  oai  tranquiidad en  centro  Barcona, ia para pareja  bucan a experiencia única y romántica.Por favor Le Ruego  entiendan y ean tenidamente  ancio, e a humi caita  mara para vivir a experiencia diferente in gran ujo, amá e  5 pio in acenor oo para o ma portita.E epacioLo  te encantará  ete epacio:Rájate en tu jacuzzi  tra  día exporando a ciudad.Difruta  cena a aire ibre  tu barbacoa excuiva en a terraza.Vita impreionante y uz natura  indan  epacio, creando  ambiente acogedor.Ubicado en  ático  tota privacidad, perfecto para ectar y difrutar  momento íntimo.Un dieño origina y cáido  acabado en mara, brindando  to único y acogedor.ta: A  edificio no cuenta  acenor, a ubida te recompena  a erenidad y a vita  ete epacio excepciona.Detae adicionae:Ia para ecapada romántica.A poca ditancia  o principae pto turítico y cuturae  Barcona.Un refugio  paz en  corazón  a ciudad, ia para quiene bucan  equiibrio entre comodidad y privacidad.Servicio y zona comeTodo o epacio, incuyendo  jacuzzi y a barbacoa, on  uo competamente , aegurando tota tranquiidad.Otro apecto tacabe ovi  eta e a caa  mara  todo u encanto y romanticimo... ¡pero también  aga pecuiarida!  te preocupe, no entra agua por  techo cuando ueve, no e ee tipo  caa  mara. Sin embargo, no ja  er a caita  mara,  u encanto.Número  regitroHUTB-289019", David Nicoa,"Minicaa en Barcona, Epaña",110 €,-   - 16:00,11:00,75 €,"Barcona, Cataya, Epaña",0.0,3.0,1.0,1.0,1.0,2
http://www.airbnb.e/room/1204516840130355594?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=1956822303&earch_mo=reguar_earch&check_in=2024-11-08&check_out=2024-11-13&ource_impreion_id=p3_1730223969_P3Ai__GK-_k1xnwJ&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,1204516840130355594,"Difruta  a enciez  ete  tranquio y céntrico.etamo ubicado en  corazon  barcona ,cerca  a agrada famiia ,cerca  metro y mucho comercio ,ven y difruta  tu vacacione  nootro ,nuetra habitacione on impia epacioa y ica para difrutar  tu etadia en a hermoa barcona ,te eperamo ,va a rer repetir, cerca  metro y parada  autobúNúmero  regitroExempt", Vivi,"Habitación en Barcona, Epaña",62 €,-   - 15:00,11:00,53 €,"Barcona, Cataya, Epaña",0.0,24.0,0.0,1.0,0.5,1
http://www.airbnb.e/room/2669219?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-11-03&check_out=2024-11-08&ource_impreion_id=p3_1730223969_P3r1WCCb5g0VwB7&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,2669219,"L. HUTB008464. APARTAMENTO “EVANGELINA”Tiene  cómodo apartamento ituado en  centro  Barcona, en L'Eixampe. Situado a 5 minuto  a etación  metro Hopita Cinic. Frente a a entrada hay a parada  autobú.  A centro e pue tomar  metro o  autobú en 15-20 minuto o caminar en 30 minuto. Hay parking en  mimo edificio, oo tiene  bajar  acenor. MERCADONA etá en trucción. Hay  par infanti en  patio para niño.E epacioE apartamento etá dieñado para 4 aduto!!!E centro  a ciudad iempre e veniente. La ubicación  todo o principae atractivo  a ciudad y mucho café don pue comer icioa comida. A 15 minuto  apartamento, do parada  metro, e encuentra a etación  tren  Sant Etacio. Se pue egar a a paya en metro en 20 minuto. La caa don e encuentran o apartamento tiene  gran upermercado. Enfrente etá  edificio  a picina  Sant Jordi, don podrá nadar y hacer ejercicio. Cerca hay a etación  metro y a parada  autobú. Aparcamiento   gratuito, oo hay  bajar en acenor. Bacón  vita a patio. Hay a mea  ia para comer en  bacón. Hay  par infanti en  patio. La cocina etá equipada  todo o neceario: comedor, frigorífico, frigorífico, microonda, microonda, horno, etufa, etufa, avapato, hervidor éctrico, totadora, cafetera, uteniio  cocina. En  momento  a egada, ofrecemo cápua  café (KRUPS) y agua. : bidé, ecador  po, toaa y ropa   incuida, pancha, taba  panchar, avadora, taba  ecar, taba  ecar, taba  ecar, tv pantaa pana, tv pantaa pana, aire adicionado, caefacción. Proporcionamo pap higiénico, patia para a avadora y avavajia. Proporcionamo Internet  ata vocidad. E ervicio  impieza etá diponibe bajo petición  por  upemento.Servicio y zona comeL. HUTB008464 Bacón  vita a patio. Hay a mea  ia para comer en  bacón. Si viene  niño, pue bajar a par infanti. Cocina: comedor, nevera, microonda, microonda, horno, horno, etufa, etufa, avapato, avapato, hervidor  agua éctrico, totadora, máquina  café, uteniio  cocina. : bidé, ecador  po, toaa y ropa   etán incuido, pancha, taba  panchar, avadora, taba  ecado, TV  pantaa pana, aire adicionado, caefacción, internet  ata vocidad. Se proporciona aparcamiento gratuito.Otro apecto tacabeL. HUTB008464. E ervicio  impieza etá diponibe bajo petición por  cargo adiciona bajo petición. E regitro  entrada  22:00 a 24:00 e cobra a tarifa adiciona  30 euro. La epera  o huépe e paga en efectivo má  a hora en efectivo, 10 euro por cada hora, pué  tiempo etabecido. Hay a muta por a pérdida  ave y tro remoto: ave - 25 euro, aparcamiento remoto - 50 euro.  etá permitido jar a ave en a puerta  partamento por ntro. Si ja a ave, no pue abrir a puerta afuera. E trabajo  maetro para abrir a puerta e pagado por  huéped en a cantidad  150 euro - TENGA CUIDADO!!! E día  a egada, o huépe pagan  impueto turítico  5,50 euro por noche por perona en efectivo, pero no má  7 noche. Menore  16 año no pagan  impueto. Pero para o niño, o padre o o tutore ben renar a caración, proporcionar a copia  documento,  firme a edad  niño. E día  egada, o huépe ben proporcionar  paaporte o Carta  intidad ( para ciudadano  a UE), para otro ciudadano  paaporte para competar  cuetionario,  e proporciona a partamento principa  a Poicía  Barcona. Amá, e hace a copia  documento o foto en auencia  a impreora.Número  regitroHUTB-008464", Nataia,"Aojamiento entero: apartamento en Barcona, Epaña",,16:00 - 22:00,12:00,,,0.0,379.0,2.0,2.0,1.0,4
http://www.airbnb.e/room/1133641848064737781?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=1904589442&earch_mo=reguar_earch&check_in=2024-11-12&check_out=2024-11-17&ource_impreion_id=p3_1730223986_P3pbyHgn5SFAq97G&previou_page_ection_name=1000&ferated_earch_id=85505093-3229-4398-9c1b-ce61f98ac58f,2024-10-29 21:15:36,1133641848064737781,"Difruta  a enciez  ete  muy tranquio y céntrico. La etacione  tranporte etán a poco minuto caminando: Metro Bvitge L1  te eva a centro  Barcona, o Arco  trifo..  Metro Can Trie L9S  te eva a Aereopuerto, tambien cuenta  Ferrocarrie, y Rodaie Renfe  te evan para Paeo  gracia, y a paya  a Barconeta.. o  viaje a Monerrat o a Park Gü y por útimo hay Autobue te jan en  Camp nou.E epacioE   uminoo y tranquio. La habitación agradabe, ia para  buen cano a egar   argo día exporando Barcona.. a habitación e freca y uminoa y cuenta   ecritorio.Servicio y zona come  e compartido  🚿🚽 Se podra utiizar  microonda  y tara    epacio en a nevera para u bocadio frio🥯❄️💯.  e pue cocinar y tampoco  uar a avadora.  e permiten viita.Durante tu etanciaEtaremo a pendiente para ayudaro  o  podamo 💜💯 .Otro apecto tacabetiene cerca   centro comercia a farga o  gran Vía 2 y mercado muy cercaNúmero  regitroExempt", Joeph,"Habitación en L'Hopitaet  Lobregat, Epaña",40 €,-   - 15:00,11:00,34 €,"L'Hopitaet  Lobregat, Cataya, Epaña",0.0,0.0,0.0,1.0,0.5,1
http://www.airbnb.e/room/928941163244537984?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=1800346122&earch_mo=reguar_earch&check_in=2025-01-02&check_out=2025-01-07&ource_impreion_id=p3_1730223982_P3hK2HtLR2a9EVX&previou_page_ection_name=1000&ferated_earch_id=85505093-3229-4398-9c1b-ce61f98ac58f,2024-10-29 21:15:36,928941163244537984,"Si ere a perona tranquia y repetuoa  y etá bucando a habitación cómoda y uminoa cerca  a etación  tren y  aeropuerto. (Paza Epaña)Tengo a para ti.Aegúrate  no tener probema  o gato por tengo do, Minnie y Mickey. Pd: La cocina e para uo perona.E epacioMi pio e tranquio y impio  buen roo.Etá a oo 10 minuto a pie  a Paza Epaña, don pue entrar  todo, a 25 minuto  Aeropuerto, a 10 minuto a pie  a Etación  Sant.¡Epero  difrute  Barcona tanto como yo!E a ciudad encantadora y comopoita, don  cima e impemente increíbe a mayor parte  año. E perfecto para difrutar  a vida y hacer activida a aire ibre.Si tiene má pregta, no du en ponere en tacto migo.¡Habo ingé, portugué y epaño!Otro apecto tacabe1. Si neceita toda a comodida   hot, eta habitación no e para ti. 2. La cocina y  aón on para uo perona.Número  regitroExempt",Andrea,"Habitación en Barcona, Epaña",40 €,N-N,NaN,15 €,,0.0,0.0,0.0,1.0,0.5,1
http://www.airbnb.e/room/1234768194911591063?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=1984699307&earch_mo=reguar_earch&check_in=2024-11-01&check_out=2024-11-06&ource_impreion_id=p3_1730223981_P3S52MU4SaFGHeUW&previou_page_ection_name=1000&ferated_earch_id=85505093-3229-4398-9c1b-ce61f98ac58f,2024-10-29 21:15:36,1234768194911591063,Hoa a toda a gran comidad  Airbnb. Etoy muy emocionada y entuiamada  pertenecer a eta gran famiia  anfitrione.,Bienvenida,"Habitación en Barcona, Epaña",56 €,15:00 - 21:00,12:00,30 €,"Barcona, Cataya, Epaña",0.0,0.0,0.0,1.0,0.5,2
http://www.airbnb.e/room/1199348204513945595?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=1965851096&earch_mo=reguar_earch&check_in=2024-11-11&check_out=2024-11-16&ource_impreion_id=p3_1730223982_P3vPW3Z30nad1Sij&previou_page_ection_name=1000&ferated_earch_id=85505093-3229-4398-9c1b-ce61f98ac58f,2024-10-29 21:15:36,1199348204513945595,"Una acogedora habitación   dobe en  centro  Barcona. E apartamento cuenta   ampio bacón perfecto para rajare. Situado a oo 15 minuto tanto  aeropuerto como  centro  a ciudad, y a oo 3 minuto a pie  a parada  metro y autobú. E upermercado Mercadona etá venientemente abajo. !EL ANFITRIÓN VIVE ALLÍ, GARANTIZANDO UN ENTORNO SEGURO Y ACOGEDOR ¡Número  regitroExempt",Emmanua Agbebi,"Habitación en Barcona, Epaña",63 €,15:00 - 0:00,10:00,54 €,"Barcona, Cataya, Epaña",0.0,0.0,0.0,1.0,0.5,2
http://www.airbnb.e/room/1268819264675039720?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=2012861080&earch_mo=reguar_earch&check_in=2024-12-09&check_out=2024-12-14&ource_impreion_id=p3_1730223982_P3_2dcf2DiI7Mto&previou_page_ection_name=1000&ferated_earch_id=85505093-3229-4398-9c1b-ce61f98ac58f,2024-10-29 21:15:36,1268819264675039720,Divertido.  ingenioo . ea. ocurrente . gracioo.  avece erio.,Fabio,"Habitación en L'Hopitaet  Lobregat, Epaña",55 €,14:00 - 21:00,11:00,80 €,"L'Hopitaet  Lobregat, Cataya, Epaña",0.0,0.0,3.0,4.0,0.0,4
http://www.airbnb.e/room/886034146180533677?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=1645743993&earch_mo=reguar_earch&check_in=2024-11-01&check_out=2024-11-06&ource_impreion_id=p3_1730223982_P3P8yG5nn6Fex0S&previou_page_ection_name=1000&ferated_earch_id=85505093-3229-4398-9c1b-ce61f98ac58f,2024-10-29 21:15:36,886034146180533677,Rompe  tu día a día y rájate en ete oai  tranquiidad.E epacioIuminado  o tranquio y encioServicio y zona comeTodo o epacio  pio .Durante tu etanciaSoy extrovertido repetando u eo.Número  regitroExempt,Juan Caro,"Habitación en Barcona, Epaña",55 €,,11:00,47 €,,0.0,63.0,0.0,1.0,0.5,1
http://www.airbnb.e/room/1258050710501185022?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-11-23&check_out=2024-11-28&ource_impreion_id=p3_1730223982_P3UOJJEID4wX22OY&previou_page_ection_name=1000&ferated_earch_id=85505093-3229-4398-9c1b-ce61f98ac58f,2024-10-29 21:15:36,1258050710501185022,Ete anfitrión tiene 191 evauacione  otro . Échae  vitazo, Kiko,"Aojamiento entero: apartamento en Barcona, Epaña",75 €,15:00 - 20:00,11:00,80 €,"Barcona, Cataya, Epaña",0.0,0.0,3.0,3.0,1.0,6
http://www.airbnb.e/room/1197658127949521687?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-11-03&check_out=2024-11-08&ource_impreion_id=p3_1730223982_P3G6nH6J0JHmkqo&previou_page_ection_name=1000&ferated_earch_id=85505093-3229-4398-9c1b-ce61f98ac58f,2024-10-29 21:15:36,1197658127949521687,Ete anfitrión tiene 16 evauacione  otro . Échae  vitazo, Ahey,"Aojamiento entero: apartamento en Barcona, Epaña",110 €,14:00 - 23:00,10:00,94 €,"Barcona, Cataya, Epaña",0.0,0.0,2.0,3.0,1.0,4
http://www.airbnb.e/room/1260094358313659968?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-11-04&check_out=2024-11-09&ource_impreion_id=p3_1730223982_P3JkJzQavCcHkTWe&previou_page_ection_name=1000&ferated_earch_id=85505093-3229-4398-9c1b-ce61f98ac58f,2024-10-29 21:15:36,1260094358313659968,"Me encanta viajar, com y ocer ugare y perona. Soy muy trabajadora, tengo 3 hijo y a pear  er joven ya tengo 2 nieto.", Diana Maria,"Aojamiento entero: oft en Barcona, Epaña",73 €,15:00 - 22:00,11:00,28 €,"Barcona, Cataya, Epaña",0.0,0.0,1.0,2.0,1.0,3
http://www.airbnb.e/room/1247824320074399619?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=1995473672&earch_mo=reguar_earch&check_in=2024-12-19&check_out=2024-12-24&ource_impreion_id=p3_1730223986_P3Xx4wHgtVvYbdX&previou_page_ection_name=1000&ferated_earch_id=85505093-3229-4398-9c1b-ce61f98ac58f,2024-10-29 21:15:36,1247824320074399619,"Difruta  a enciez  ete  tranquio y céntrico.E epacioOfrecemo eómica habitación     en  centro  a ciudad.- Situado entre Paza Epaña y  Paza Cataya y La Ramba.- Cerca  comercio, etación  metro, retaurante y upermercado. Tiene todo o  neceita para tu vacacione en Barcona.- La etación  metro má cercana e Paeig  Gracia.- La puerta  habitación e cierra  a ave.- WI-FI..Servicio y zona comeRopa   y toaa incuida en  precio.Servicio:- Aire adicionado tiene precio  10€/dia.- Servicio  avanría 10 euro por avado.- Servicio  igna  equipaje: 10 euro hata a 18:00, uego 5 euro por hora, pero no má  a 20:00 (oo  día  aida, previa oicitud).- Ca, 10 euro por día, ujeta a diponibiidad.- Limpieza durante a etancia: 10 euro por día (opciona).Cambio  ropa   y toaa:- para etancia  5 día,  tercer día  etancia;- para etancia uperiore a 5 día, cada 4 día  etancia;- cambio no programado  ropa   o toaa 10 euro.Por motivo  eguridad,  chat  Airbnb e  cana preferido para comicare  o huépe.Otro apecto tacabe:La cocina y 1  e comparten  otro huépe. La área come e impian diariamente.Eta e a caa famiiar, por o  pedimo a o huépe  mann bajo o nive  ruido pué  a 22:00 p.m. e permite a entrada a apartamento a huépe adicionae ( no hayan pagado u etancia) a meno  e acuer previamente.Número  regitroHUTB-001234", Kritina,"Habitación en Barcona, Epaña",28 €,16:00 - 20:00,11:00,24 €,"Barcona, Cataya, Epaña",0.0,0.0,0.0,1.0,0.5,1
http://www.airbnb.e/room/1238563255180763724?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=1990447748&earch_mo=reguar_earch&check_in=2024-11-17&check_out=2024-11-22&ource_impreion_id=p3_1730223982_P3XN256XrAQ1kH&previou_page_ection_name=1000&ferated_earch_id=85505093-3229-4398-9c1b-ce61f98ac58f,2024-10-29 21:15:36,1238563255180763724,"Ia para ocer Barcona y u aredore, ante  metro inea 1, a 15 minuto  centro en tranporte pubico, a 20 minuto a pie  etadio  Barcona y combinacion perfecta a aeropuerto.E epacioHabitación inpendiente  reto  a caa  zona come y a com  a oa perona.Servicio y zona comeCocina,  y terrazaNúmero  regitroLLB-000780",Aejandro,"Habitación en L'Hopitaet  Lobregat, Epaña",57 €,16:00 - 21:00,12:00,49 €,"L'Hopitaet  Lobregat, Cataya, Epaña",0.0,0.0,0.0,1.0,0.0,2
http://www.airbnb.e/room/622091179379166142?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-11-30&check_out=2024-12-05&ource_impreion_id=p3_1730223982_P3dufOK9vn8aPGOG&previou_page_ection_name=1000&ferated_earch_id=85505093-3229-4398-9c1b-ce61f98ac58f,2024-10-29 21:15:36,622091179379166142,"Diviértete  toda a famiia en ete   etio. Do habitacione dobe,   do  . Do   y gran aón comedor. E apartamento dipone  a gran terraza  uo . Muy bien ectado y a ado  a fuente Mágica  Barcona.Taa turítica a parte  precio por noche. Se berá abonar en a entrada a apartamento.Número  regitroHUTB-013997", Vhan,"Aojamiento entero: apartamento en Barcona, Epaña",121 €,-   - 14:00,NaN,50 €,"Barcona, Cataya, Epaña",0.0,0.0,2.0,2.0,1.0,4
http://www.airbnb.e/room/1100488398083786257?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=1933994847&earch_mo=reguar_earch&check_in=2024-11-06&check_out=2024-11-11&ource_impreion_id=p3_1730223982_P3rrRu2C9HGXFKRd&previou_page_ection_name=1000&ferated_earch_id=85505093-3229-4398-9c1b-ce61f98ac58f,2024-10-29 21:15:36,1100488398083786257,"¡Bienvenido a tu nuevo hogar ejo  caa! Eta acogedora, peña y encia habitación ofrece a experiencia tranquia y céntrica en a ciudad  Barcona. Con a cómoda  dúpex (nido), TV, WiFi y  compartido. Difruta   epacio impio y acogedor. ¡Haz  eta habitación tu refugio ia en a ciudad! P.D: Por favor eer bien a norma  ancio y o ervicio  e ofrecen. ¡¡Gracia!!E epacioSomo  pio famiiar y acogedor. En nuetro epacio cuenta  intaacione impia y cómoda para difrutar  a etancia agradabe. Mantenemo a vivencia tranquia y famiiar en todo momento. Agracemo eer atentamente o ervicio  pretamo y a rega  hogar ante  reaizar a reerva. Gracia!!Servicio y zona comeHabitación privada  TV, Wifi, ropa   y toaa impia. compartido  a famiia  a caa. Son o único ervicio  pretamo. La má etancia  a caa no etán diponibe. Son  uo   a famiia.Durante tu etanciaPuen tactar  nootro a travé  a apicación o en perona i etamo en caa.Otro apecto tacabeNuetra habitación e encia, impia y acogedora. Ia para   quieren canar pué  ocer a ciudad. E importante tener en cuenta a hora  iencio  00 a 07:00 am. Amá, a ducha no pue excer o 20 minuto por huéped, ya  en Barcona etamo en emergencia por equía.Pedimo a nuetro huépe apagar a uce cuando no e etén uando y cerrar a puerta  a caa a entrar y air. Mucha gracia 🙏Número  regitroExempt", Jeú,"Habitación en Barcona, Epaña",40 €,-   - 15:00,12:00,34 €,"Barcona, Cataya, Epaña",0.0,61.0,0.0,2.0,0.5,2
http://www.airbnb.e/room/1081156606865673757?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-11-09&check_out=2024-11-14&ource_impreion_id=p3_1730223986_P3JFYMZMTLL4Pb3f&previou_page_ection_name=1000&ferated_earch_id=85505093-3229-4398-9c1b-ce61f98ac58f,2024-10-29 21:15:36,1081156606865673757,"Apartamento ubicado a oo 5 minuto  a etación  metro  Cobanc, directamente ectado   aeropuerto y  centro  a ciudad( aeropuerto - 40 minuto, centro  a ciudad - 15 minuto )Tener:toaa, ábana, g  , uteniio  cocina.E apartamento etá ituado a niv  a cae.Apartamento .Importante:En ete apartamento etá aboutamente prohibido fumar cigarrio o Marihuana, o fumar en a puerta principa  apartamento.Sin duda, tendrá a etadía maravioa!!!Número  regitroExempt", Rey,"Aojamiento entero: apartamento en L'Hopitaet  Lobregat, Epaña",58 €,15:00 - 2:00,11:00,45 €,"L'Hopitaet  Lobregat, Cataya, Epaña",0.0,14.0,1.0,1.0,1.0,2
